TESTE COM ARQUIVO GRANDE

-----------Padrão pequeno

#Forca Bruta

Casamento na posicao: 1477758
Casamento na posicao: 1478457
Casamento na posicao: 1486131
Casamento na posicao: 1487143
Casamento na posicao: 1487842
Casamento na posicao: 1495516
Casamento na posicao: 1496528
Casamento na posicao: 1497227
Casamento na posicao: 1501665
Casamento na posicao: 1502677
Casamento na posicao: 1503376
Casamento na posicao: 1511050
Casamento na posicao: 1512062
Casamento na posicao: 1512761
Casamento na posicao: 1520435
Casamento na posicao: 1521447
Casamento na posicao: 1522146
Casamento na posicao: 1529820
Casamento na posicao: 1530832
Casamento na posicao: 1531531
Casamento na posicao: 1539205
Casamento na posicao: 1540217
Casamento na posicao: 1540916
Casamento na posicao: 1548590
Casamento na posicao: 1549602
Casamento na posicao: 1550301
Casamento na posicao: 1557975
Casamento na posicao: 1558987
Casamento na posicao: 1559686
Casamento na posicao: 1567360
Casamento na posicao: 1568372
Casamento na posicao: 1569071
Casamento na posicao: 1576745
Casamento na posicao: 1577757
Casamento na posicao: 1578456
Casamento na posicao: 1586130
Casamento na posicao: 1587142
Casamento na posicao: 1587841
Casamento na posicao: 1595515
Casamento na posicao: 1596527
Casamento na posicao: 1597226
Casamento na posicao: 1601665
Casamento na posicao: 1602677
Casamento na posicao: 1603376
Casamento na posicao: 1611050
Casamento na posicao: 1612062
Casamento na posicao: 1612761
Casamento na posicao: 1620435
Casamento na posicao: 1621447
Casamento na posicao: 1622146
Casamento na posicao: 1629820
Casamento na posicao: 1630832
Casamento na posicao: 1631531
Casamento na posicao: 1639205
Casamento na posicao: 1640217
Casamento na posicao: 1640916
Casamento na posicao: 1648590
Casamento na posicao: 1649602
Casamento na posicao: 1650301
Casamento na posicao: 1657975
Casamento na posicao: 1658987
Casamento na posicao: 1659686
Casamento na posicao: 1667360
Casamento na posicao: 1668372
Casamento na posicao: 1669071
Casamento na posicao: 1676745
Casamento na posicao: 1677757
Casamento na posicao: 1678456
Casamento na posicao: 1686130
Casamento na posicao: 1687142
Casamento na posicao: 1687841
Casamento na posicao: 1695515
Casamento na posicao: 1696527
Casamento na posicao: 1697226
Casamento na posicao: 1701666
Casamento na posicao: 1702678
Casamento na posicao: 1703377
Casamento na posicao: 1711051
Casamento na posicao: 1712063
Casamento na posicao: 1712762
Casamento na posicao: 1720436
Casamento na posicao: 1721448
Casamento na posicao: 1722147
Casamento na posicao: 1729821
Casamento na posicao: 1730833
Casamento na posicao: 1731532
Casamento na posicao: 1739206
Casamento na posicao: 1740218
Casamento na posicao: 1740917
Casamento na posicao: 1748591
Casamento na posicao: 1749603
Casamento na posicao: 1750302
Casamento na posicao: 1757976
Casamento na posicao: 1758988
Casamento na posicao: 1759687
Casamento na posicao: 1767361
Casamento na posicao: 1768373
Casamento na posicao: 1769072
Casamento na posicao: 1776746
Casamento na posicao: 1777758
Casamento na posicao: 1778457
Casamento na posicao: 1786131
Casamento na posicao: 1787143
Casamento na posicao: 1787842
Casamento na posicao: 1795516
Casamento na posicao: 1796528
Casamento na posicao: 1797227
Casamento na posicao: 1801665
Casamento na posicao: 1802677
Casamento na posicao: 1803376
Casamento na posicao: 1811050
Casamento na posicao: 1812062
Casamento na posicao: 1812761
Casamento na posicao: 1820435
Casamento na posicao: 1821447
Casamento na posicao: 1822146
Casamento na posicao: 1829820
Casamento na posicao: 1830832
Casamento na posicao: 1831531
Casamento na posicao: 1839205
Casamento na posicao: 1840217
Casamento na posicao: 1840916
Casamento na posicao: 1848590
Casamento na posicao: 1849602
Casamento na posicao: 1850301
Casamento na posicao: 1857975
Casamento na posicao: 1858987
Casamento na posicao: 1859686
Casamento na posicao: 1867360
Casamento na posicao: 1868372
Casamento na posicao: 1869071
Casamento na posicao: 1876745
Casamento na posicao: 1877757
Casamento na posicao: 1878456
Casamento na posicao: 1886130
Casamento na posicao: 1887142
Casamento na posicao: 1887841
Casamento na posicao: 1895515
Casamento na posicao: 1896527
Casamento na posicao: 1897226
Casamento na posicao: 1901665
Casamento na posicao: 1902677
Casamento na posicao: 1903376
Casamento na posicao: 1911050
Casamento na posicao: 1912062
Casamento na posicao: 1912761
Casamento na posicao: 1920435
Casamento na posicao: 1921447
Casamento na posicao: 1922146
Casamento na posicao: 1929820
Casamento na posicao: 1930832
Casamento na posicao: 1931531
Casamento na posicao: 1939205
Casamento na posicao: 1940217
Casamento na posicao: 1940916
Casamento na posicao: 1948590
Casamento na posicao: 1949602
Casamento na posicao: 1950301
Casamento na posicao: 1957975
Casamento na posicao: 1958987
Casamento na posicao: 1959686
Casamento na posicao: 1967360
Casamento na posicao: 1968372
Casamento na posicao: 1969071
Casamento na posicao: 1976745
Casamento na posicao: 1977757
Casamento na posicao: 1978456
Casamento na posicao: 1986130
Casamento na posicao: 1987142
Casamento na posicao: 1987841
Casamento na posicao: 1995515
Casamento na posicao: 1996527
Casamento na posicao: 1997226
Deslocamentos: 2000001
Comparacoes: 2000001
Tempo Total: 0.039427



-----------Padrão medio

#Forca Bruta

Casamento na posicao: 2349
Casamento na posicao: 11734
Casamento na posicao: 21119
Casamento na posicao: 30504
Casamento na posicao: 39889
Casamento na posicao: 49274
Casamento na posicao: 58659
Casamento na posicao: 68044
Casamento na posicao: 77429
Casamento na posicao: 86814
Casamento na posicao: 96199
Casamento na posicao: 102349
Casamento na posicao: 111734
Casamento na posicao: 121119
Casamento na posicao: 130504
Casamento na posicao: 139889
Casamento na posicao: 149274
Casamento na posicao: 158659
Casamento na posicao: 168044
Casamento na posicao: 177429
Casamento na posicao: 186814
Casamento na posicao: 196199
Casamento na posicao: 202350
Casamento na posicao: 211735
Casamento na posicao: 221120
Casamento na posicao: 230505
Casamento na posicao: 239890
Casamento na posicao: 249275
Casamento na posicao: 258660
Casamento na posicao: 268045
Casamento na posicao: 277430
Casamento na posicao: 286815
Casamento na posicao: 296200
Casamento na posicao: 302349
Casamento na posicao: 311734
Casamento na posicao: 321119
Casamento na posicao: 330504
Casamento na posicao: 339889
Casamento na posicao: 349274
Casamento na posicao: 358659
Casamento na posicao: 368044
Casamento na posicao: 377429
Casamento na posicao: 386814
Casamento na posicao: 396199
Casamento na posicao: 402349
Casamento na posicao: 411734
Casamento na posicao: 421119
Casamento na posicao: 430504
Casamento na posicao: 439889
Casamento na posicao: 449274
Casamento na posicao: 458659
Casamento na posicao: 468044
Casamento na posicao: 477429
Casamento na posicao: 486814
Casamento na posicao: 496199
Casamento na posicao: 502350
Casamento na posicao: 511735
Casamento na posicao: 521120
Casamento na posicao: 530505
Casamento na posicao: 539890
Casamento na posicao: 549275
Casamento na posicao: 558660
Casamento na posicao: 568045
Casamento na posicao: 577430
Casamento na posicao: 586815
Casamento na posicao: 596200
Casamento na posicao: 602349
Casamento na posicao: 611734
Casamento na posicao: 621119
Casamento na posicao: 630504
Casamento na posicao: 639889
Casamento na posicao: 649274
Casamento na posicao: 658659
Casamento na posicao: 668044
Casamento na posicao: 677429
Casamento na posicao: 686814
Casamento na posicao: 696199
Casamento na posicao: 702349
Casamento na posicao: 711734
Casamento na posicao: 721119
Casamento na posicao: 730504
Casamento na posicao: 739889
Casamento na posicao: 749274
Casamento na posicao: 758659
Casamento na posicao: 768044
Casamento na posicao: 777429
Casamento na posicao: 786814
Casamento na posicao: 796199
Casamento na posicao: 802350
Casamento na posicao: 811735
Casamento na posicao: 821120
Casamento na posicao: 830505
Casamento na posicao: 839890
Casamento na posicao: 849275
Casamento na posicao: 858660
Casamento na posicao: 868045
Casamento na posicao: 877430
Casamento na posicao: 886815
Casamento na posicao: 896200
Casamento na posicao: 902349
Casamento na posicao: 911734
Casamento na posicao: 921119
Casamento na posicao: 930504
Casamento na posicao: 939889
Casamento na posicao: 949274
Casamento na posicao: 958659
Casamento na posicao: 968044
Casamento na posicao: 977429
Casamento na posicao: 986814
Casamento na posicao: 996199
Casamento na posicao: 1002349
Casamento na posicao: 1011734
Casamento na posicao: 1021119
Casamento na posicao: 1030504
Casamento na posicao: 1039889
Casamento na posicao: 1049274
Casamento na posicao: 1058659
Casamento na posicao: 1068044
Casamento na posicao: 1077429
Casamento na posicao: 1086814
Casamento na posicao: 1096199
Casamento na posicao: 1102350
Casamento na posicao: 1111735
Casamento na posicao: 1121120
Casamento na posicao: 1130505
Casamento na posicao: 1139890
Casamento na posicao: 1149275
Casamento na posicao: 1158660
Casamento na posicao: 1168045
Casamento na posicao: 1177430
Casamento na posicao: 1186815
Casamento na posicao: 1196200
Casamento na posicao: 1202349
Casamento na posicao: 1211734
Casamento na posicao: 1221119
Casamento na posicao: 1230504
Casamento na posicao: 1239889
Casamento na posicao: 1249274
Casamento na posicao: 1258659
Casamento na posicao: 1268044
Casamento na posicao: 1277429
Casamento na posicao: 1286814
Casamento na posicao: 1296199
Casamento na posicao: 1302349
Casamento na posicao: 1311734
Casamento na posicao: 1321119
Casamento na posicao: 1330504
Casamento na posicao: 1339889
Casamento na posicao: 1349274
Casamento na posicao: 1358659
Casamento na posicao: 1368044
Casamento na posicao: 1377429
Casamento na posicao: 1386814
Casamento na posicao: 1396199
Casamento na posicao: 1402350
Casamento na posicao: 1411735
Casamento na posicao: 1421120
Casamento na posicao: 1430505
Casamento na posicao: 1439890
Casamento na posicao: 1449275
Casamento na posicao: 1458660
Casamento na posicao: 1468045
Casamento na posicao: 1477430
Casamento na posicao: 1486815
Casamento na posicao: 1496200
Casamento na posicao: 1502349
Casamento na posicao: 1511734
Casamento na posicao: 1521119
Casamento na posicao: 1530504
Casamento na posicao: 1539889
Casamento na posicao: 1549274
Casamento na posicao: 1558659
Casamento na posicao: 1568044
Casamento na posicao: 1577429
Casamento na posicao: 1586814
Casamento na posicao: 1596199
Casamento na posicao: 1602349
Casamento na posicao: 1611734
Casamento na posicao: 1621119
Casamento na posicao: 1630504
Casamento na posicao: 1639889
Casamento na posicao: 1649274
Casamento na posicao: 1658659
Casamento na posicao: 1668044
Casamento na posicao: 1677429
Casamento na posicao: 1686814
Casamento na posicao: 1696199
Casamento na posicao: 1702350
Casamento na posicao: 1711735
Casamento na posicao: 1721120
Casamento na posicao: 1730505
Casamento na posicao: 1739890
Casamento na posicao: 1749275
Casamento na posicao: 1758660
Casamento na posicao: 1768045
Casamento na posicao: 1777430
Casamento na posicao: 1786815
Casamento na posicao: 1796200
Casamento na posicao: 1802349
Casamento na posicao: 1811734
Casamento na posicao: 1821119
Casamento na posicao: 1830504
Casamento na posicao: 1839889
Casamento na posicao: 1849274
Casamento na posicao: 1858659
Casamento na posicao: 1868044
Casamento na posicao: 1877429
Casamento na posicao: 1886814
Casamento na posicao: 1896199
Casamento na posicao: 1902349
Casamento na posicao: 1911734
Casamento na posicao: 1921119
Casamento na posicao: 1930504
Casamento na posicao: 1939889
Casamento na posicao: 1949274
Casamento na posicao: 1958659
Casamento na posicao: 1968044
Casamento na posicao: 1977429
Casamento na posicao: 1986814
Casamento na posicao: 1996199
Deslocamentos: 1999988
Comparacoes: 2029388
Tempo Total: 0.027298

#BMC

Casamento na posicao: 2349
Casamento na posicao: 11734
Casamento na posicao: 21119
Casamento na posicao: 30504
Casamento na posicao: 39889
Casamento na posicao: 49274
Casamento na posicao: 58659
Casamento na posicao: 68044
Casamento na posicao: 77429
Casamento na posicao: 86814
Casamento na posicao: 96199
Casamento na posicao: 102349
Casamento na posicao: 111734
Casamento na posicao: 121119
Casamento na posicao: 130504
Casamento na posicao: 139889
Casamento na posicao: 149274
Casamento na posicao: 158659
Casamento na posicao: 168044
Casamento na posicao: 177429
Casamento na posicao: 186814
Casamento na posicao: 196199
Casamento na posicao: 202350
Casamento na posicao: 211735
Casamento na posicao: 221120
Casamento na posicao: 230505
Casamento na posicao: 239890
Casamento na posicao: 249275
Casamento na posicao: 258660
Casamento na posicao: 268045
Casamento na posicao: 277430
Casamento na posicao: 286815
Casamento na posicao: 296200
Casamento na posicao: 302349
Casamento na posicao: 311734
Casamento na posicao: 321119
Casamento na posicao: 330504
Casamento na posicao: 339889
Casamento na posicao: 349274
Casamento na posicao: 358659
Casamento na posicao: 368044
Casamento na posicao: 377429
Casamento na posicao: 386814
Casamento na posicao: 396199
Casamento na posicao: 402349
Casamento na posicao: 411734
Casamento na posicao: 421119
Casamento na posicao: 430504
Casamento na posicao: 439889
Casamento na posicao: 449274
Casamento na posicao: 458659
Casamento na posicao: 468044
Casamento na posicao: 477429
Casamento na posicao: 486814
Casamento na posicao: 496199
Casamento na posicao: 502350
Casamento na posicao: 511735
Casamento na posicao: 521120
Casamento na posicao: 530505
Casamento na posicao: 539890
Casamento na posicao: 549275
Casamento na posicao: 558660
Casamento na posicao: 568045
Casamento na posicao: 577430
Casamento na posicao: 586815
Casamento na posicao: 596200
Casamento na posicao: 602349
Casamento na posicao: 611734
Casamento na posicao: 621119
Casamento na posicao: 630504
Casamento na posicao: 639889
Casamento na posicao: 649274
Casamento na posicao: 658659
Casamento na posicao: 668044
Casamento na posicao: 677429
Casamento na posicao: 686814
Casamento na posicao: 696199
Casamento na posicao: 702349
Casamento na posicao: 711734
Casamento na posicao: 721119
Casamento na posicao: 730504
Casamento na posicao: 739889
Casamento na posicao: 749274
Casamento na posicao: 758659
Casamento na posicao: 768044
Casamento na posicao: 777429
Casamento na posicao: 786814
Casamento na posicao: 796199
Casamento na posicao: 802350
Casamento na posicao: 811735
Casamento na posicao: 821120
Casamento na posicao: 830505
Casamento na posicao: 839890
Casamento na posicao: 849275
Casamento na posicao: 858660
Casamento na posicao: 868045
Casamento na posicao: 877430
Casamento na posicao: 886815
Casamento na posicao: 896200
Casamento na posicao: 902349
Casamento na posicao: 911734
Casamento na posicao: 921119
Casamento na posicao: 930504
Casamento na posicao: 939889
Casamento na posicao: 949274
Casamento na posicao: 958659
Casamento na posicao: 968044
Casamento na posicao: 977429
Casamento na posicao: 986814
Casamento na posicao: 996199
Casamento na posicao: 1002349
Casamento na posicao: 1011734
Casamento na posicao: 1021119
Casamento na posicao: 1030504
Casamento na posicao: 1039889
Casamento na posicao: 1049274
Casamento na posicao: 1058659
Casamento na posicao: 1068044
Casamento na posicao: 1077429
Casamento na posicao: 1086814
Casamento na posicao: 1096199
Casamento na posicao: 1102350
Casamento na posicao: 1111735
Casamento na posicao: 1121120
Casamento na posicao: 1130505
Casamento na posicao: 1139890
Casamento na posicao: 1149275
Casamento na posicao: 1158660
Casamento na posicao: 1168045
Casamento na posicao: 1177430
Casamento na posicao: 1186815
Casamento na posicao: 1196200
Casamento na posicao: 1202349
Casamento na posicao: 1211734
Casamento na posicao: 1221119
Casamento na posicao: 1230504
Casamento na posicao: 1239889
Casamento na posicao: 1249274
Casamento na posicao: 1258659
Casamento na posicao: 1268044
Casamento na posicao: 1277429
Casamento na posicao: 1286814
Casamento na posicao: 1296199
Casamento na posicao: 1302349
Casamento na posicao: 1311734
Casamento na posicao: 1321119
Casamento na posicao: 1330504
Casamento na posicao: 1339889
Casamento na posicao: 1349274
Casamento na posicao: 1358659
Casamento na posicao: 1368044
Casamento na posicao: 1377429
Casamento na posicao: 1386814
Casamento na posicao: 1396199
Casamento na posicao: 1402350
Casamento na posicao: 1411735
Casamento na posicao: 1421120
Casamento na posicao: 1430505
Casamento na posicao: 1439890
Casamento na posicao: 1449275
Casamento na posicao: 1458660
Casamento na posicao: 1468045
Casamento na posicao: 1477430
Casamento na posicao: 1486815
Casamento na posicao: 1496200
Casamento na posicao: 1502349
Casamento na posicao: 1511734
Casamento na posicao: 1521119
Casamento na posicao: 1530504
Casamento na posicao: 1539889
Casamento na posicao: 1549274
Casamento na posicao: 1558659
Casamento na posicao: 1568044
Casamento na posicao: 1577429
Casamento na posicao: 1586814
Casamento na posicao: 1596199
Casamento na posicao: 1602349
Casamento na posicao: 1611734
Casamento na posicao: 1621119
Casamento na posicao: 1630504
Casamento na posicao: 1639889
Casamento na posicao: 1649274
Casamento na posicao: 1658659
Casamento na posicao: 1668044
Casamento na posicao: 1677429
Casamento na posicao: 1686814
Casamento na posicao: 1696199
Casamento na posicao: 1702350
Casamento na posicao: 1711735
Casamento na posicao: 1721120
Casamento na posicao: 1730505
Casamento na posicao: 1739890
Casamento na posicao: 1749275
Casamento na posicao: 1758660
Casamento na posicao: 1768045
Casamento na posicao: 1777430
Casamento na posicao: 1786815
Casamento na posicao: 1796200
Casamento na posicao: 1802349
Casamento na posicao: 1811734
Casamento na posicao: 1821119
Casamento na posicao: 1830504
Casamento na posicao: 1839889
Casamento na posicao: 1849274
Casamento na posicao: 1858659
Casamento na posicao: 1868044
Casamento na posicao: 1877429
Casamento na posicao: 1886814
Casamento na posicao: 1896199
Casamento na posicao: 1902349
Casamento na posicao: 1911734
Casamento na posicao: 1921119
Casamento na posicao: 1930504
Casamento na posicao: 1939889
Casamento na posicao: 1949274
Casamento na posicao: 1958659
Casamento na posicao: 1968044
Casamento na posicao: 1977429
Casamento na posicao: 1986814
Casamento na posicao: 1996199
Deslocamentos: 970661
Comparacoes: 118153
Tempo Total: 0.016992

#BMH

Casamento na posicao: 2349
Casamento na posicao: 11734
Casamento na posicao: 21119
Casamento na posicao: 30504
Casamento na posicao: 39889
Casamento na posicao: 49274
Casamento na posicao: 58659
Casamento na posicao: 68044
Casamento na posicao: 77429
Casamento na posicao: 86814
Casamento na posicao: 96199
Casamento na posicao: 102349
Casamento na posicao: 111734
Casamento na posicao: 121119
Casamento na posicao: 130504
Casamento na posicao: 139889
Casamento na posicao: 149274
Casamento na posicao: 158659
Casamento na posicao: 168044
Casamento na posicao: 177429
Casamento na posicao: 186814
Casamento na posicao: 196199
Casamento na posicao: 202350
Casamento na posicao: 211735
Casamento na posicao: 221120
Casamento na posicao: 230505
Casamento na posicao: 239890
Casamento na posicao: 249275
Casamento na posicao: 258660
Casamento na posicao: 268045
Casamento na posicao: 277430
Casamento na posicao: 286815
Casamento na posicao: 296200
Casamento na posicao: 302349
Casamento na posicao: 311734
Casamento na posicao: 321119
Casamento na posicao: 330504
Casamento na posicao: 339889
Casamento na posicao: 349274
Casamento na posicao: 358659
Casamento na posicao: 368044
Casamento na posicao: 377429
Casamento na posicao: 386814
Casamento na posicao: 396199
Casamento na posicao: 402349
Casamento na posicao: 411734
Casamento na posicao: 421119
Casamento na posicao: 430504
Casamento na posicao: 439889
Casamento na posicao: 449274
Casamento na posicao: 458659
Casamento na posicao: 468044
Casamento na posicao: 477429
Casamento na posicao: 486814
Casamento na posicao: 496199
Casamento na posicao: 502350
Casamento na posicao: 511735
Casamento na posicao: 521120
Casamento na posicao: 530505
Casamento na posicao: 539890
Casamento na posicao: 549275
Casamento na posicao: 558660
Casamento na posicao: 568045
Casamento na posicao: 577430
Casamento na posicao: 586815
Casamento na posicao: 596200
Casamento na posicao: 602349
Casamento na posicao: 611734
Casamento na posicao: 621119
Casamento na posicao: 630504
Casamento na posicao: 639889
Casamento na posicao: 649274
Casamento na posicao: 658659
Casamento na posicao: 668044
Casamento na posicao: 677429
Casamento na posicao: 686814
Casamento na posicao: 696199
Casamento na posicao: 702349
Casamento na posicao: 711734
Casamento na posicao: 721119
Casamento na posicao: 730504
Casamento na posicao: 739889
Casamento na posicao: 749274
Casamento na posicao: 758659
Casamento na posicao: 768044
Casamento na posicao: 777429
Casamento na posicao: 786814
Casamento na posicao: 796199
Casamento na posicao: 802350
Casamento na posicao: 811735
Casamento na posicao: 821120
Casamento na posicao: 830505
Casamento na posicao: 839890
Casamento na posicao: 849275
Casamento na posicao: 858660
Casamento na posicao: 868045
Casamento na posicao: 877430
Casamento na posicao: 886815
Casamento na posicao: 896200
Casamento na posicao: 902349
Casamento na posicao: 911734
Casamento na posicao: 921119
Casamento na posicao: 930504
Casamento na posicao: 939889
Casamento na posicao: 949274
Casamento na posicao: 958659
Casamento na posicao: 968044
Casamento na posicao: 977429
Casamento na posicao: 986814
Casamento na posicao: 996199
Casamento na posicao: 1002349
Casamento na posicao: 1011734
Casamento na posicao: 1021119
Casamento na posicao: 1030504
Casamento na posicao: 1039889
Casamento na posicao: 1049274
Casamento na posicao: 1058659
Casamento na posicao: 1068044
Casamento na posicao: 1077429
Casamento na posicao: 1086814
Casamento na posicao: 1096199
Casamento na posicao: 1102350
Casamento na posicao: 1111735
Casamento na posicao: 1121120
Casamento na posicao: 1130505
Casamento na posicao: 1139890
Casamento na posicao: 1149275
Casamento na posicao: 1158660
Casamento na posicao: 1168045
Casamento na posicao: 1177430
Casamento na posicao: 1186815
Casamento na posicao: 1196200
Casamento na posicao: 1202349
Casamento na posicao: 1211734
Casamento na posicao: 1221119
Casamento na posicao: 1230504
Casamento na posicao: 1239889
Casamento na posicao: 1249274
Casamento na posicao: 1258659
Casamento na posicao: 1268044
Casamento na posicao: 1277429
Casamento na posicao: 1286814
Casamento na posicao: 1296199
Casamento na posicao: 1302349
Casamento na posicao: 1311734
Casamento na posicao: 1321119
Casamento na posicao: 1330504
Casamento na posicao: 1339889
Casamento na posicao: 1349274
Casamento na posicao: 1358659
Casamento na posicao: 1368044
Casamento na posicao: 1377429
Casamento na posicao: 1386814
Casamento na posicao: 1396199
Casamento na posicao: 1402350
Casamento na posicao: 1411735
Casamento na posicao: 1421120
Casamento na posicao: 1430505
Casamento na posicao: 1439890
Casamento na posicao: 1449275
Casamento na posicao: 1458660
Casamento na posicao: 1468045
Casamento na posicao: 1477430
Casamento na posicao: 1486815
Casamento na posicao: 1496200
Casamento na posicao: 1502349
Casamento na posicao: 1511734
Casamento na posicao: 1521119
Casamento na posicao: 1530504
Casamento na posicao: 1539889
Casamento na posicao: 1549274
Casamento na posicao: 1558659
Casamento na posicao: 1568044
Casamento na posicao: 1577429
Casamento na posicao: 1586814
Casamento na posicao: 1596199
Casamento na posicao: 1602349
Casamento na posicao: 1611734
Casamento na posicao: 1621119
Casamento na posicao: 1630504
Casamento na posicao: 1639889
Casamento na posicao: 1649274
Casamento na posicao: 1658659
Casamento na posicao: 1668044
Casamento na posicao: 1677429
Casamento na posicao: 1686814
Casamento na posicao: 1696199
Casamento na posicao: 1702350
Casamento na posicao: 1711735
Casamento na posicao: 1721120
Casamento na posicao: 1730505
Casamento na posicao: 1739890
Casamento na posicao: 1749275
Casamento na posicao: 1758660
Casamento na posicao: 1768045
Casamento na posicao: 1777430
Casamento na posicao: 1786815
Casamento na posicao: 1796200
Casamento na posicao: 1802349
Casamento na posicao: 1811734
Casamento na posicao: 1821119
Casamento na posicao: 1830504
Casamento na posicao: 1839889
Casamento na posicao: 1849274
Casamento na posicao: 1858659
Casamento na posicao: 1868044
Casamento na posicao: 1877429
Casamento na posicao: 1886814
Casamento na posicao: 1896199
Casamento na posicao: 1902349
Casamento na posicao: 1911734
Casamento na posicao: 1921119
Casamento na posicao: 1930504
Casamento na posicao: 1939889
Casamento na posicao: 1949274
Casamento na posicao: 1958659
Casamento na posicao: 1968044
Casamento na posicao: 1977429
Casamento na posicao: 1986814
Casamento na posicao: 1996199
Deslocamentos: 222899
Comparacoes: 261608
Tempo Total: 0.006876

#BMHS

Casamento na posicao: 2349
Casamento na posicao: 11734
Casamento na posicao: 21119
Casamento na posicao: 30504
Casamento na posicao: 39889
Casamento na posicao: 49274
Casamento na posicao: 58659
Casamento na posicao: 68044
Casamento na posicao: 77429
Casamento na posicao: 86814
Casamento na posicao: 96199
Casamento na posicao: 102349
Casamento na posicao: 111734
Casamento na posicao: 121119
Casamento na posicao: 130504
Casamento na posicao: 139889
Casamento na posicao: 149274
Casamento na posicao: 158659
Casamento na posicao: 168044
Casamento na posicao: 177429
Casamento na posicao: 186814
Casamento na posicao: 196199
Casamento na posicao: 202350
Casamento na posicao: 211735
Casamento na posicao: 221120
Casamento na posicao: 230505
Casamento na posicao: 239890
Casamento na posicao: 249275
Casamento na posicao: 258660
Casamento na posicao: 268045
Casamento na posicao: 277430
Casamento na posicao: 286815
Casamento na posicao: 296200
Casamento na posicao: 302349
Casamento na posicao: 311734
Casamento na posicao: 321119
Casamento na posicao: 330504
Casamento na posicao: 339889
Casamento na posicao: 349274
Casamento na posicao: 358659
Casamento na posicao: 368044
Casamento na posicao: 377429
Casamento na posicao: 386814
Casamento na posicao: 396199
Casamento na posicao: 402349
Casamento na posicao: 411734
Casamento na posicao: 421119
Casamento na posicao: 430504
Casamento na posicao: 439889
Casamento na posicao: 449274
Casamento na posicao: 458659
Casamento na posicao: 468044
Casamento na posicao: 477429
Casamento na posicao: 486814
Casamento na posicao: 496199
Casamento na posicao: 502350
Casamento na posicao: 511735
Casamento na posicao: 521120
Casamento na posicao: 530505
Casamento na posicao: 539890
Casamento na posicao: 549275
Casamento na posicao: 558660
Casamento na posicao: 568045
Casamento na posicao: 577430
Casamento na posicao: 586815
Casamento na posicao: 596200
Casamento na posicao: 602349
Casamento na posicao: 611734
Casamento na posicao: 621119
Casamento na posicao: 630504
Casamento na posicao: 639889
Casamento na posicao: 649274
Casamento na posicao: 658659
Casamento na posicao: 668044
Casamento na posicao: 677429
Casamento na posicao: 686814
Casamento na posicao: 696199
Casamento na posicao: 702349
Casamento na posicao: 711734
Casamento na posicao: 721119
Casamento na posicao: 730504
Casamento na posicao: 739889
Casamento na posicao: 749274
Casamento na posicao: 758659
Casamento na posicao: 768044
Casamento na posicao: 777429
Casamento na posicao: 786814
Casamento na posicao: 796199
Casamento na posicao: 802350
Casamento na posicao: 811735
Casamento na posicao: 821120
Casamento na posicao: 830505
Casamento na posicao: 839890
Casamento na posicao: 849275
Casamento na posicao: 858660
Casamento na posicao: 868045
Casamento na posicao: 877430
Casamento na posicao: 886815
Casamento na posicao: 896200
Casamento na posicao: 902349
Casamento na posicao: 911734
Casamento na posicao: 921119
Casamento na posicao: 930504
Casamento na posicao: 939889
Casamento na posicao: 949274
Casamento na posicao: 958659
Casamento na posicao: 968044
Casamento na posicao: 977429
Casamento na posicao: 986814
Casamento na posicao: 996199
Casamento na posicao: 1002349
Casamento na posicao: 1011734
Casamento na posicao: 1021119
Casamento na posicao: 1030504
Casamento na posicao: 1039889
Casamento na posicao: 1049274
Casamento na posicao: 1058659
Casamento na posicao: 1068044
Casamento na posicao: 1077429
Casamento na posicao: 1086814
Casamento na posicao: 1096199
Casamento na posicao: 1102350
Casamento na posicao: 1111735
Casamento na posicao: 1121120
Casamento na posicao: 1130505
Casamento na posicao: 1139890
Casamento na posicao: 1149275
Casamento na posicao: 1158660
Casamento na posicao: 1168045
Casamento na posicao: 1177430
Casamento na posicao: 1186815
Casamento na posicao: 1196200
Casamento na posicao: 1202349
Casamento na posicao: 1211734
Casamento na posicao: 1221119
Casamento na posicao: 1230504
Casamento na posicao: 1239889
Casamento na posicao: 1249274
Casamento na posicao: 1258659
Casamento na posicao: 1268044
Casamento na posicao: 1277429
Casamento na posicao: 1286814
Casamento na posicao: 1296199
Casamento na posicao: 1302349
Casamento na posicao: 1311734
Casamento na posicao: 1321119
Casamento na posicao: 1330504
Casamento na posicao: 1339889
Casamento na posicao: 1349274
Casamento na posicao: 1358659
Casamento na posicao: 1368044
Casamento na posicao: 1377429
Casamento na posicao: 1386814
Casamento na posicao: 1396199
Casamento na posicao: 1402350
Casamento na posicao: 1411735
Casamento na posicao: 1421120
Casamento na posicao: 1430505
Casamento na posicao: 1439890
Casamento na posicao: 1449275
Casamento na posicao: 1458660
Casamento na posicao: 1468045
Casamento na posicao: 1477430
Casamento na posicao: 1486815
Casamento na posicao: 1496200
Casamento na posicao: 1502349
Casamento na posicao: 1511734
Casamento na posicao: 1521119
Casamento na posicao: 1530504
Casamento na posicao: 1539889
Casamento na posicao: 1549274
Casamento na posicao: 1558659
Casamento na posicao: 1568044
Casamento na posicao: 1577429
Casamento na posicao: 1586814
Casamento na posicao: 1596199
Casamento na posicao: 1602349
Casamento na posicao: 1611734
Casamento na posicao: 1621119
Casamento na posicao: 1630504
Casamento na posicao: 1639889
